ID,Country,Latitude,Longitude,ground_surface_elevation_m,parameter_type,unit,unique_well_id
20179427,AUS,-36.54322,145.2494905,,Water depth [from the ground surface],m,AUS_20179427
20179435,AUS,-36.3419103,145.2903134,,Water depth [from the ground surface],m,AUS_20179435
20179436,AUS,-36.2976944,145.4007061,,Water depth [from the ground surface],m,AUS_20179436
20179437,AUS,-36.4051666,144.9520579,,Water depth [from the ground surface],m,AUS_20179437
20179450,AUS,-37.3868737,143.983574,,Water depth [from the ground surface],m,AUS_20179450
20179472,AUS,-37.2614587,143.6352635,,Water depth [from the ground surface],m,AUS_20179472
20179497,AUS,-36.9030322,143.471417,,Water depth [from the ground surface],m,AUS_20179497
20179498,AUS,-36.9327689,143.3170898,,Water depth [from the ground surface],m,AUS_20179498
20179499,AUS,-35.8529398,144.1015983,,Water depth [from the ground surface],m,AUS_20179499
20179500,AUS,-36.6893427,145.7724772,,Water depth [from the ground surface],m,AUS_20179500
20179504,AUS,-37.0136918,144.9389204,,Water depth [from the ground surface],m,AUS_20179504
20179646,AUS,-37.4452813,143.7913212,,Water depth [from the ground surface],m,AUS_20179646
20179658,AUS,-36.4428092,144.6024421,,Water depth [from the ground surface],m,AUS_20179658
20179659,AUS,-36.1475432,144.7654226,,Water depth [from the ground surface],m,AUS_20179659
20179663,AUS,-38.0727348,147.1146463,,Water depth [from the ground surface],m,AUS_20179663
20179716,AUS,-36.0362304,146.4484456,,Water depth [from the ground surface],m,AUS_20179716
20179758,AUS,-36.8496792,143.0894361,,Water depth [from the ground surface],m,AUS_20179758
20179768,AUS,-36.3631835,144.7974155,,Water depth [from the ground surface],m,AUS_20179768
20179786,AUS,-35.9628514,145.6148125,,Water depth [from the ground surface],m,AUS_20179786
20179819,AUS,-37.0784702,141.1828424,,Water depth [from the ground surface],m,AUS_20179819
20179821,AUS,-35.0561009,142.7987158,,Water depth [from the ground surface],m,AUS_20179821
20179841,AUS,-36.3309665,146.3458097,,Water depth [from the ground surface],m,AUS_20179841
20179848,AUS,-36.2970307,144.7972554,,Water depth [from the ground surface],m,AUS_20179848
20179851,AUS,-37.2614583,143.6352297,,Water depth [from the ground surface],m,AUS_20179851
20179868,AUS,-36.9831944,143.5702091,,Water depth [from the ground surface],m,AUS_20179868
20179869,AUS,-37.1982468,144.0396617,,Water depth [from the ground surface],m,AUS_20179869
20179870,AUS,-36.7974669,143.3332787,,Water depth [from the ground surface],m,AUS_20179870
20179994,AUS,-36.4192228,144.9441316,,Water depth [from the ground surface],m,AUS_20179994
20179995,AUS,-36.2714293,145.0056763,,Water depth [from the ground surface],m,AUS_20179995
20180027,AUS,-37.5590662,142.6320335,,Water depth [from the ground surface],m,AUS_20180027
20180043,AUS,-36.8384602,143.4349048,,Water depth [from the ground surface],m,AUS_20180043
20180072,AUS,-36.3480545,145.432052,,Water depth [from the ground surface],m,AUS_20180072
20180077,AUS,-36.494007,145.6580181,,Water depth [from the ground surface],m,AUS_20180077
20180084,AUS,-35.2425379,142.9088149,,Water depth [from the ground surface],m,AUS_20180084
20180110,AUS,-38.1479077,146.0129212,,Water depth [from the ground surface],m,AUS_20180110
20180123,AUS,-35.7399152,144.1838898,,Water depth [from the ground surface],m,AUS_20180123
20180167,AUS,-36.7031444,146.9249351,,Water depth [from the ground surface],m,AUS_20180167
20180175,AUS,-36.0256552,145.9968697,,Water depth [from the ground surface],m,AUS_20180175
20180177,AUS,-36.3412384,145.0953591,,Water depth [from the ground surface],m,AUS_20180177
20180183,AUS,-36.0406321,145.4790495,,Water depth [from the ground surface],m,AUS_20180183
20180184,AUS,-38.117346,147.199849,,Water depth [from the ground surface],m,AUS_20180184
20180196,AUS,-35.3023386,143.5004364,,Water depth [from the ground surface],m,AUS_20180196
20180204,AUS,-36.4610016,144.8346245,,Water depth [from the ground surface],m,AUS_20180204
20180207,AUS,-36.4260519,144.9603199,,Water depth [from the ground surface],m,AUS_20180207
20180208,AUS,-36.3979079,144.9684169,,Water depth [from the ground surface],m,AUS_20180208
20180216,AUS,-36.4040284,145.4991506,,Water depth [from the ground surface],m,AUS_20180216
20180238,AUS,-36.4991421,145.3965097,,Water depth [from the ground surface],m,AUS_20180238
20180260,AUS,-38.1117124,146.746006,,Water depth [from the ground surface],m,AUS_20180260
20180267,AUS,-36.2682544,143.2098205,,Water depth [from the ground surface],m,AUS_20180267
20180271,AUS,-36.3490984,145.06785,,Water depth [from the ground surface],m,AUS_20180271
20180301,AUS,-36.4132782,144.9527218,,Water depth [from the ground surface],m,AUS_20180301
20180307,AUS,-36.3116904,145.0771712,,Water depth [from the ground surface],m,AUS_20180307
20180338,AUS,-36.1643699,144.6467786,,Water depth [from the ground surface],m,AUS_20180338
20180342,AUS,-36.3419451,144.7241687,,Water depth [from the ground surface],m,AUS_20180342
20180364,AUS,-34.2135478,141.532216,,Water depth [from the ground surface],m,AUS_20180364
20180394,AUS,-36.4425901,145.1994472,,Water depth [from the ground surface],m,AUS_20180394
20180402,AUS,-36.4124062,145.5000969,,Water depth [from the ground surface],m,AUS_20180402
20180404,AUS,-36.7377648,141.2436427,,Water depth [from the ground surface],m,AUS_20180404
20180425,AUS,-38.4756642,143.7118898,,Water depth [from the ground surface],m,AUS_20180425
20180457,AUS,-36.0516732,145.3362808,,Water depth [from the ground surface],m,AUS_20180457
20180482,AUS,-36.5176732,143.9109897,,Water depth [from the ground surface],m,AUS_20180482
20180534,AUS,-34.1222233,141.1640013,,Water depth [from the ground surface],m,AUS_20180534
20180560,AUS,-35.9829024,145.0945848,,Water depth [from the ground surface],m,AUS_20180560
20180562,AUS,-35.9331166,145.1335304,,Water depth [from the ground surface],m,AUS_20180562
20180573,AUS,-36.4366181,145.0537618,,Water depth [from the ground surface],m,AUS_20180573
20180578,AUS,-36.423188,144.9435712,,Water depth [from the ground surface],m,AUS_20180578
20180588,AUS,-37.5706885,142.6916886,,Water depth [from the ground surface],m,AUS_20180588
20180650,AUS,-37.9974836,141.71639,,Water depth [from the ground surface],m,AUS_20180650
20180651,AUS,-37.8726226,141.729445,,Water depth [from the ground surface],m,AUS_20180651
20180666,AUS,-36.4257113,145.3242875,,Water depth [from the ground surface],m,AUS_20180666
20180674,AUS,-36.3460241,145.4901961,,Water depth [from the ground surface],m,AUS_20180674
20180688,AUS,-37.5503424,142.4531994,,Water depth [from the ground surface],m,AUS_20180688
20180694,AUS,-36.693385,141.0230407,,Water depth [from the ground surface],m,AUS_20180694
20180696,AUS,-36.4557068,144.9155441,,Water depth [from the ground surface],m,AUS_20180696
20180719,AUS,-35.7778416,144.194661,,Water depth [from the ground surface],m,AUS_20180719
20180733,AUS,-38.0223712,147.2240727,,Water depth [from the ground surface],m,AUS_20180733
20180751,AUS,-37.3854163,141.9654574,,Water depth [from the ground surface],m,AUS_20180751
20180758,AUS,-38.0749691,146.9668605,,Water depth [from the ground surface],m,AUS_20180758
20180783,AUS,-36.411516,144.9128942,,Water depth [from the ground surface],m,AUS_20180783
20180797,AUS,-35.7709786,143.5348412,,Water depth [from the ground surface],m,AUS_20180797
20180833,AUS,-36.8912484,143.9695162,,Water depth [from the ground surface],m,AUS_20180833
20180843,AUS,-37.9973936,141.7163939,,Water depth [from the ground surface],m,AUS_20180843
20180852,AUS,-36.4372643,145.0594284,,Water depth [from the ground surface],m,AUS_20180852
20180865,AUS,-36.4243514,144.9284034,,Water depth [from the ground surface],m,AUS_20180865
20180868,AUS,-36.2391368,145.4894055,,Water depth [from the ground surface],m,AUS_20180868
20180887,AUS,-35.9331166,145.1335304,,Water depth [from the ground surface],m,AUS_20180887
20180926,AUS,-36.5247824,146.5083368,,Water depth [from the ground surface],m,AUS_20180926
20180936,AUS,-36.3442042,145.105055,,Water depth [from the ground surface],m,AUS_20180936
20180955,AUS,-38.3446268,144.1672147,,Water depth [from the ground surface],m,AUS_20180955
20180962,AUS,-34.2154628,142.1254533,,Water depth [from the ground surface],m,AUS_20180962
20180997,AUS,-37.9079041,146.8858226,,Water depth [from the ground surface],m,AUS_20180997
20180998,AUS,-36.4570286,141.2474756,,Water depth [from the ground surface],m,AUS_20180998
20181001,AUS,-35.1775503,141.2923243,,Water depth [from the ground surface],m,AUS_20181001
20181002,AUS,-34.9193694,141.0296154,,Water depth [from the ground surface],m,AUS_20181002
20181022,AUS,-36.9069305,143.4620007,,Water depth [from the ground surface],m,AUS_20181022
20181032,AUS,-36.4540914,144.9258098,,Water depth [from the ground surface],m,AUS_20181032
20181033,AUS,-36.3918264,145.440101,,Water depth [from the ground surface],m,AUS_20181033
20181043,AUS,-36.1990735,144.8028502,,Water depth [from the ground surface],m,AUS_20181043
20181046,AUS,-37.9790012,147.5477408,,Water depth [from the ground surface],m,AUS_20181046
20181048,AUS,-36.3283298,141.6705552,,Water depth [from the ground surface],m,AUS_20181048
20181049,AUS,-35.2875637,141.0689586,,Water depth [from the ground surface],m,AUS_20181049
20181050,AUS,-35.6610384,144.107307,,Water depth [from the ground surface],m,AUS_20181050
20181051,AUS,-38.1189539,147.1304319,,Water depth [from the ground surface],m,AUS_20181051
20181056,AUS,-37.9627724,147.0376889,,Water depth [from the ground surface],m,AUS_20181056
20181061,AUS,-36.1068611,147.9731906,,Water depth [from the ground surface],m,AUS_20181061
20181093,AUS,-35.7015091,143.8188724,,Water depth [from the ground surface],m,AUS_20181093
20181098,AUS,-37.3097905,144.1399645,,Water depth [from the ground surface],m,AUS_20181098
20181100,AUS,-36.0960872,145.231867,,Water depth [from the ground surface],m,AUS_20181100
20181101,AUS,-37.8120022,145.4421285,,Water depth [from the ground surface],m,AUS_20181101
20181160,AUS,-37.9340403,146.9331465,,Water depth [from the ground surface],m,AUS_20181160
20181181,AUS,-36.3095287,145.1638032,,Water depth [from the ground surface],m,AUS_20181181
20181191,AUS,-36.2287988,144.9825356,,Water depth [from the ground surface],m,AUS_20181191
20181220,AUS,-35.9705915,145.6337219,,Water depth [from the ground surface],m,AUS_20181220
20181247,AUS,-36.4372019,145.2375799,,Water depth [from the ground surface],m,AUS_20181247
20181250,AUS,-35.9826844,145.1333942,,Water depth [from the ground surface],m,AUS_20181250
20181284,AUS,-36.7706807,143.478686,,Water depth [from the ground surface],m,AUS_20181284
20181297,AUS,-36.1885391,146.2560076,,Water depth [from the ground surface],m,AUS_20181297
20181311,AUS,-36.5314738,146.5332524,,Water depth [from the ground surface],m,AUS_20181311
20181333,AUS,-37.5644569,144.0223987,,Water depth [from the ground surface],m,AUS_20181333
20181336,AUS,-36.0140479,145.6472788,,Water depth [from the ground surface],m,AUS_20181336
20181354,AUS,-36.9817777,143.280731,,Water depth [from the ground surface],m,AUS_20181354
20181355,AUS,-36.984313,143.2877524,,Water depth [from the ground surface],m,AUS_20181355
20181366,AUS,-36.2694467,144.9973845,,Water depth [from the ground surface],m,AUS_20181366
20181373,AUS,-35.7394638,141.3739484,,Water depth [from the ground surface],m,AUS_20181373
20181376,AUS,-36.1876093,145.5826929,,Water depth [from the ground surface],m,AUS_20181376
20181379,AUS,-38.4342428,144.8573164,,Water depth [from the ground surface],m,AUS_20181379
20181380,AUS,-37.2841993,144.1279602,,Water depth [from the ground surface],m,AUS_20181380
20181382,AUS,-37.2843853,144.1287475,,Water depth [from the ground surface],m,AUS_20181382
20181386,AUS,-36.4401051,141.0745476,,Water depth [from the ground surface],m,AUS_20181386
20181439,AUS,-36.9773771,143.2899526,,Water depth [from the ground surface],m,AUS_20181439
20181440,AUS,-36.982322,143.4706052,,Water depth [from the ground surface],m,AUS_20181440
20181441,AUS,-35.7050733,143.8166193,,Water depth [from the ground surface],m,AUS_20181441
20181445,AUS,-38.1542275,146.7752805,,Water depth [from the ground surface],m,AUS_20181445
20181448,AUS,-36.5185774,144.046649,,Water depth [from the ground surface],m,AUS_20181448
20181450,AUS,-35.9809988,145.2318548,,Water depth [from the ground surface],m,AUS_20181450
20181492,AUS,-36.3158025,145.1873144,,Water depth [from the ground surface],m,AUS_20181492
20181523,AUS,-37.0934991,143.9293186,,Water depth [from the ground surface],m,AUS_20181523
20181542,AUS,-38.2119153,143.5926361,,Water depth [from the ground surface],m,AUS_20181542
20181548,AUS,-37.5106279,144.0635911,,Water depth [from the ground surface],m,AUS_20181548
20181617,AUS,-36.2287291,146.4574343,,Water depth [from the ground surface],m,AUS_20181617
20181624,AUS,-36.6170571,146.2376738,,Water depth [from the ground surface],m,AUS_20181624
20181628,AUS,-36.1349039,146.6751108,,Water depth [from the ground surface],m,AUS_20181628
20181635,AUS,-36.1684183,146.7449855,,Water depth [from the ground surface],m,AUS_20181635
20181653,AUS,-35.9981722,145.2050668,,Water depth [from the ground surface],m,AUS_20181653
20181662,AUS,-36.450321,144.9552649,,Water depth [from the ground surface],m,AUS_20181662
20181664,AUS,-36.2701868,144.5937606,,Water depth [from the ground surface],m,AUS_20181664
20181678,AUS,-37.140373,146.0993714,,Water depth [from the ground surface],m,AUS_20181678
20181687,AUS,-36.3583588,145.1189914,,Water depth [from the ground surface],m,AUS_20181687
20181688,AUS,-36.4027711,145.331828,,Water depth [from the ground surface],m,AUS_20181688
20181692,AUS,-36.4110252,144.9531692,,Water depth [from the ground surface],m,AUS_20181692
20181695,AUS,-36.4478937,144.9762387,,Water depth [from the ground surface],m,AUS_20181695
20181697,AUS,-36.1630763,144.7001338,,Water depth [from the ground surface],m,AUS_20181697
20181728,AUS,-38.3819498,142.1856733,,Water depth [from the ground surface],m,AUS_20181728
20181744,AUS,-37.0041747,143.4963413,,Water depth [from the ground surface],m,AUS_20181744
20181779,AUS,-36.4301871,146.5660577,,Water depth [from the ground surface],m,AUS_20181779
20181781,AUS,-36.0918085,146.1921248,,Water depth [from the ground surface],m,AUS_20181781
20181784,AUS,-36.0260107,146.4424843,,Water depth [from the ground surface],m,AUS_20181784
20181789,AUS,-36.4309557,146.5590794,,Water depth [from the ground surface],m,AUS_20181789
20181822,AUS,-36.4583486,144.1374371,,Water depth [from the ground surface],m,AUS_20181822
20181840,AUS,-38.1110616,143.566585,,Water depth [from the ground surface],m,AUS_20181840
20181842,AUS,-37.973795,144.6953207,,Water depth [from the ground surface],m,AUS_20181842
20181847,AUS,-36.5679782,146.7172671,,Water depth [from the ground surface],m,AUS_20181847
20181853,AUS,-36.7069573,145.1823378,,Water depth [from the ground surface],m,AUS_20181853
20181855,AUS,-37.4096091,143.9449713,,Water depth [from the ground surface],m,AUS_20181855
20181901,AUS,-37.8192613,141.0744497,,Water depth [from the ground surface],m,AUS_20181901
20181902,AUS,-36.0262502,145.8773816,,Water depth [from the ground surface],m,AUS_20181902
20181903,AUS,-37.775399,147.380992,,Water depth [from the ground surface],m,AUS_20181903
20181904,AUS,-38.259147,145.5064556,,Water depth [from the ground surface],m,AUS_20181904
20181938,AUS,-38.0589147,147.0855376,,Water depth [from the ground surface],m,AUS_20181938
20181978,AUS,-36.4181412,145.5283472,,Water depth [from the ground surface],m,AUS_20181978
20181979,AUS,-36.4425901,145.1994472,,Water depth [from the ground surface],m,AUS_20181979
20181990,AUS,-36.438336,145.0399318,,Water depth [from the ground surface],m,AUS_20181990
20181993,AUS,-36.21867,145.3681517,,Water depth [from the ground surface],m,AUS_20181993
20181995,AUS,-36.180581,144.673941,,Water depth [from the ground surface],m,AUS_20181995
20181997,AUS,-38.3803769,142.8662558,,Water depth [from the ground surface],m,AUS_20181997
20182001,AUS,-34.1136853,141.7559712,,Water depth [from the ground surface],m,AUS_20182001
20182002,AUS,-34.259643,142.2254174,,Water depth [from the ground surface],m,AUS_20182002
20182013,AUS,-36.2829431,145.0726897,,Water depth [from the ground surface],m,AUS_20182013
20182015,AUS,-36.2832912,145.0906121,,Water depth [from the ground surface],m,AUS_20182015
20182018,AUS,-36.4612656,144.8500994,,Water depth [from the ground surface],m,AUS_20182018
20182021,AUS,-36.145466,145.5934869,,Water depth [from the ground surface],m,AUS_20182021
20182023,AUS,-36.4185717,145.5328107,,Water depth [from the ground surface],m,AUS_20182023
20182062,AUS,-36.0508951,141.8384179,,Water depth [from the ground surface],m,AUS_20182062
20182070,AUS,-36.5631227,144.9551769,,Water depth [from the ground surface],m,AUS_20182070
20182072,AUS,-36.5456472,143.9750464,,Water depth [from the ground surface],m,AUS_20182072
20182073,AUS,-38.0636488,147.0406482,,Water depth [from the ground surface],m,AUS_20182073
20182077,AUS,-36.7033392,146.9240443,,Water depth [from the ground surface],m,AUS_20182077
20182083,AUS,-36.1744648,145.8592792,,Water depth [from the ground surface],m,AUS_20182083
20182084,AUS,-35.4802509,143.2615442,,Water depth [from the ground surface],m,AUS_20182084
20182089,AUS,-36.3557892,146.334766,,Water depth [from the ground surface],m,AUS_20182089
20182090,AUS,-36.9323973,143.7498092,,Water depth [from the ground surface],m,AUS_20182090
20182108,AUS,-36.5931931,144.5913807,,Water depth [from the ground surface],m,AUS_20182108
20182135,AUS,-36.7138069,143.3121464,,Water depth [from the ground surface],m,AUS_20182135
20182137,AUS,-36.3808616,146.4212777,,Water depth [from the ground surface],m,AUS_20182137
20182139,AUS,-36.5206634,146.5125331,,Water depth [from the ground surface],m,AUS_20182139
20182144,AUS,-36.1969902,146.6535829,,Water depth [from the ground surface],m,AUS_20182144
20182152,AUS,-37.30962,144.1413203,,Water depth [from the ground surface],m,AUS_20182152
20182235,AUS,-36.3939254,145.1332151,,Water depth [from the ground surface],m,AUS_20182235
20182239,AUS,-36.400277,145.2238646,,Water depth [from the ground surface],m,AUS_20182239
20182266,AUS,-35.839314,144.3724427,,Water depth [from the ground surface],m,AUS_20182266
20182275,AUS,-36.1427036,144.6984351,,Water depth [from the ground surface],m,AUS_20182275
20182276,AUS,-36.2825123,145.0248234,,Water depth [from the ground surface],m,AUS_20182276
20182277,AUS,-36.3523663,145.1425023,,Water depth [from the ground surface],m,AUS_20182277
20182294,AUS,-38.0375509,147.3407426,,Water depth [from the ground surface],m,AUS_20182294
20182296,AUS,-36.2554897,145.1986294,,Water depth [from the ground surface],m,AUS_20182296
20182318,AUS,-36.4246002,144.9379383,,Water depth [from the ground surface],m,AUS_20182318
20182347,AUS,-36.3272271,145.4091019,,Water depth [from the ground surface],m,AUS_20182347
20182352,AUS,-36.3020673,145.03396,,Water depth [from the ground surface],m,AUS_20182352
20182353,AUS,-36.4098827,145.5000805,,Water depth [from the ground surface],m,AUS_20182353
20182357,AUS,-38.37024,143.8615387,,Water depth [from the ground surface],m,AUS_20182357
20182362,AUS,-38.0555982,147.0103437,,Water depth [from the ground surface],m,AUS_20182362
20182364,AUS,-36.6920797,145.2370268,,Water depth [from the ground surface],m,AUS_20182364
20182366,AUS,-38.0536618,146.8734284,,Water depth [from the ground surface],m,AUS_20182366
20182367,AUS,-37.9644568,144.6730536,,Water depth [from the ground surface],m,AUS_20182367
20182372,AUS,-38.385818,144.8162104,,Water depth [from the ground surface],m,AUS_20182372
20182374,AUS,-37.9152685,147.0490316,,Water depth [from the ground surface],m,AUS_20182374
20182407,AUS,-36.9949928,143.2677802,,Water depth [from the ground surface],m,AUS_20182407
20182408,AUS,-36.7275102,143.3135578,,Water depth [from the ground surface],m,AUS_20182408
20182410,AUS,-35.6529982,143.7815251,,Water depth [from the ground surface],m,AUS_20182410
20182411,AUS,-36.7697193,144.3123346,,Water depth [from the ground surface],m,AUS_20182411
20182415,AUS,-36.020288,145.9596342,,Water depth [from the ground surface],m,AUS_20182415
20182417,AUS,-36.4824575,145.1052439,,Water depth [from the ground surface],m,AUS_20182417
20182490,AUS,-36.009272,145.1323308,,Water depth [from the ground surface],m,AUS_20182490
20182521,AUS,-36.5885218,144.8111261,,Water depth [from the ground surface],m,AUS_20182521
20182530,AUS,-36.9226654,141.0958122,,Water depth [from the ground surface],m,AUS_20182530
20182531,AUS,-36.2016209,146.6207846,,Water depth [from the ground surface],m,AUS_20182531
20182565,AUS,-36.3956948,144.93445,,Water depth [from the ground surface],m,AUS_20182565
20182573,AUS,-34.2555174,141.5313508,,Water depth [from the ground surface],m,AUS_20182573
20182585,AUS,-36.4424068,145.3228185,,Water depth [from the ground surface],m,AUS_20182585
20182588,AUS,-36.1127038,145.6531039,,Water depth [from the ground surface],m,AUS_20182588
20182601,AUS,-37.3110618,144.1413041,,Water depth [from the ground surface],m,AUS_20182601
20182602,AUS,-38.0776084,146.9872207,,Water depth [from the ground surface],m,AUS_20182602
20182603,AUS,-35.8986904,145.4317609,,Water depth [from the ground surface],m,AUS_20182603
20182649,AUS,-38.0450622,146.875949,,Water depth [from the ground surface],m,AUS_20182649
20182659,AUS,-38.0257763,146.9828908,,Water depth [from the ground surface],m,AUS_20182659
20182673,AUS,-36.2531159,145.0652063,,Water depth [from the ground surface],m,AUS_20182673
20182697,AUS,-37.9816323,146.7745265,,Water depth [from the ground surface],m,AUS_20182697
20182702,AUS,-37.6972831,148.3773451,,Water depth [from the ground surface],m,AUS_20182702
20182723,AUS,-36.4160628,144.9335406,,Water depth [from the ground surface],m,AUS_20182723
20182724,AUS,-36.3573482,143.7162441,,Water depth [from the ground surface],m,AUS_20182724
20182728,AUS,-37.9152685,147.0490316,,Water depth [from the ground surface],m,AUS_20182728
20182731,AUS,-37.9562409,146.8450584,,Water depth [from the ground surface],m,AUS_20182731
20182739,AUS,-36.1441452,144.7356536,,Water depth [from the ground surface],m,AUS_20182739
20182774,AUS,-35.7029972,143.8180874,,Water depth [from the ground surface],m,AUS_20182774
20182778,AUS,-37.3860331,142.3921113,,Water depth [from the ground surface],m,AUS_20182778
20182786,AUS,-36.3541583,146.3700167,,Water depth [from the ground surface],m,AUS_20182786
20182809,AUS,-35.8203637,144.2747769,,Water depth [from the ground surface],m,AUS_20182809
20182813,AUS,-35.9824913,145.2900738,,Water depth [from the ground surface],m,AUS_20182813
20182821,AUS,-38.3896548,143.6474418,,Water depth [from the ground surface],m,AUS_20182821
20182837,AUS,-37.0701872,141.0050746,,Water depth [from the ground surface],m,AUS_20182837
20182875,AUS,-36.4035529,144.9837223,,Water depth [from the ground surface],m,AUS_20182875
20182877,AUS,-36.2476231,144.4335437,,Water depth [from the ground surface],m,AUS_20182877
20182882,AUS,-38.4432277,143.6859896,,Water depth [from the ground surface],m,AUS_20182882
20182900,AUS,-36.6695666,143.5228192,,Water depth [from the ground surface],m,AUS_20182900
20182924,AUS,-37.3655472,143.5656339,,Water depth [from the ground surface],m,AUS_20182924
20182956,AUS,-36.6595771,145.9387372,,Water depth [from the ground surface],m,AUS_20182956
20182963,AUS,-37.311156,144.1418671,,Water depth [from the ground surface],m,AUS_20182963
20182979,AUS,-36.4534801,144.9699895,,Water depth [from the ground surface],m,AUS_20182979
20183020,AUS,-38.1269624,147.2208922,,Water depth [from the ground surface],m,AUS_20183020
20183022,AUS,-38.0352104,146.8778682,,Water depth [from the ground surface],m,AUS_20183022
20183040,AUS,-36.3026126,145.0089076,,Water depth [from the ground surface],m,AUS_20183040
20183087,AUS,-36.1836372,145.6524812,,Water depth [from the ground surface],m,AUS_20183087
20183088,AUS,-36.4325241,145.2332157,,Water depth [from the ground surface],m,AUS_20183088
20183109,AUS,-36.1973955,144.6601931,,Water depth [from the ground surface],m,AUS_20183109
20183120,AUS,-36.0458783,145.1867714,,Water depth [from the ground surface],m,AUS_20183120
20183129,AUS,-36.2563553,144.635897,,Water depth [from the ground surface],m,AUS_20183129
20183135,AUS,-38.075472,143.718399,,Water depth [from the ground surface],m,AUS_20183135
20183140,AUS,-35.897684,145.6331254,,Water depth [from the ground surface],m,AUS_20183140
20183144,AUS,-35.4539702,143.6207688,,Water depth [from the ground surface],m,AUS_20183144
20183147,AUS,-35.8822113,143.8502613,,Water depth [from the ground surface],m,AUS_20183147
20183148,AUS,-38.0343138,147.3077136,,Water depth [from the ground surface],m,AUS_20183148
20183152,AUS,-36.3127308,144.8081273,,Water depth [from the ground surface],m,AUS_20183152
20183153,AUS,-36.3340531,144.6693926,,Water depth [from the ground surface],m,AUS_20183153
20183161,AUS,-37.9936583,146.9072346,,Water depth [from the ground surface],m,AUS_20183161
20183163,AUS,-36.4701418,145.1577849,,Water depth [from the ground surface],m,AUS_20183163
20183165,AUS,-36.1983206,144.5355389,,Water depth [from the ground surface],m,AUS_20183165
20183202,AUS,-36.3171519,146.2792993,,Water depth [from the ground surface],m,AUS_20183202
20183203,AUS,-36.2131585,146.4254511,,Water depth [from the ground surface],m,AUS_20183203
20183205,AUS,-36.6023541,146.2925602,,Water depth [from the ground surface],m,AUS_20183205
20183219,AUS,-36.2062031,146.3098457,,Water depth [from the ground surface],m,AUS_20183219
20183230,AUS,-35.916736,145.4729651,,Water depth [from the ground surface],m,AUS_20183230
20183242,AUS,-36.442036,145.0214839,,Water depth [from the ground surface],m,AUS_20183242
20183245,AUS,-36.4524562,145.2688645,,Water depth [from the ground surface],m,AUS_20183245
20183246,AUS,-36.4377355,145.2817518,,Water depth [from the ground surface],m,AUS_20183246
20183282,AUS,-38.3418387,145.48494,,Water depth [from the ground surface],m,AUS_20183282
20183288,AUS,-34.5078847,141.7315708,,Water depth [from the ground surface],m,AUS_20183288
20183292,AUS,-37.3470538,142.6138003,,Water depth [from the ground surface],m,AUS_20183292
20183293,AUS,-36.0656037,145.5955378,,Water depth [from the ground surface],m,AUS_20183293
20183295,AUS,-38.0604658,147.1358425,,Water depth [from the ground surface],m,AUS_20183295
20183296,AUS,-35.0828752,142.296879,,Water depth [from the ground surface],m,AUS_20183296
20183298,AUS,-36.2994062,144.6883579,,Water depth [from the ground surface],m,AUS_20183298
20183304,AUS,-36.0895512,144.3169998,,Water depth [from the ground surface],m,AUS_20183304
20183306,AUS,-37.8211184,145.4123091,,Water depth [from the ground surface],m,AUS_20183306
20183309,AUS,-37.1474971,145.2674888,,Water depth [from the ground surface],m,AUS_20183309
20183334,AUS,-37.2059288,144.0400944,,Water depth [from the ground surface],m,AUS_20183334
20183335,AUS,-35.6405091,143.7603574,,Water depth [from the ground surface],m,AUS_20183335
20183337,AUS,-36.897919,145.3973545,,Water depth [from the ground surface],m,AUS_20183337
20183338,AUS,-36.6231126,145.8172181,,Water depth [from the ground surface],m,AUS_20183338
20183339,AUS,-36.6227721,145.7877404,,Water depth [from the ground surface],m,AUS_20183339
20183340,AUS,-36.6853342,145.9446479,,Water depth [from the ground surface],m,AUS_20183340
20183344,AUS,-36.0960872,145.231867,,Water depth [from the ground surface],m,AUS_20183344
20183353,AUS,-36.3864774,145.3082048,,Water depth [from the ground surface],m,AUS_20183353
20183379,AUS,-36.24585,144.5212333,,Water depth [from the ground surface],m,AUS_20183379
20183407,AUS,-36.3836577,144.2898679,,Water depth [from the ground surface],m,AUS_20183407
20183430,AUS,-38.3819472,142.185559,,Water depth [from the ground surface],m,AUS_20183430
20183431,AUS,-38.2738928,142.340395,,Water depth [from the ground surface],m,AUS_20183431
20183432,AUS,-38.2785595,142.4566057,,Water depth [from the ground surface],m,AUS_20183432
20183434,AUS,-36.2879033,144.9328718,,Water depth [from the ground surface],m,AUS_20183434
20183446,AUS,-37.2797277,144.7447898,,Water depth [from the ground surface],m,AUS_20183446
20183447,AUS,-37.2793654,144.7049815,,Water depth [from the ground surface],m,AUS_20183447
20183468,AUS,-36.476937,145.3251397,,Water depth [from the ground surface],m,AUS_20183468
20183474,AUS,-36.1368774,144.711124,,Water depth [from the ground surface],m,AUS_20183474
20183484,AUS,-36.8689303,145.1694879,,Water depth [from the ground surface],m,AUS_20183484
20183486,AUS,-37.39666,143.9491724,,Water depth [from the ground surface],m,AUS_20183486
20183491,AUS,-36.1513012,146.3560143,,Water depth [from the ground surface],m,AUS_20183491
20183493,AUS,-37.4127891,142.6329798,,Water depth [from the ground surface],m,AUS_20183493
20183526,AUS,-36.352966,146.3694606,,Water depth [from the ground surface],m,AUS_20183526
20183529,AUS,-36.1627238,146.7338739,,Water depth [from the ground surface],m,AUS_20183529
